name,shape,social_facebook,website
Somerville College,"POLYGON ((-1.261334 51.7596474 0,-1.2613109 51.7595303 0,-1.2615672 51.7595091 0,-1.2616785 51.7595149 0,-1.2617833 51.7594893 0,-1.2620575 51.7594435 0,-1.2621068 51.7594311 0,-1.2620914 51.7594073 0,-1.2621345 51.7593851 0,-1.2621312 51.7593433 0,-1.2621493 51.7591404 0,-1.2621161 51.7590864 0,-1.2619735 51.7591925 0,-1.261909 51.7592238 0,-1.2618111 51.7592592 0,-1.2614866 51.7593255 0,-1.2615077 51.7593693 0,-1.2613586 51.7594009 0,-1.2613043 51.7592765 0,-1.261244 51.7591132 0,-1.2615563 51.7590023 0,-1.2615935 51.7589892 0,-1.2619315 51.758876 0,-1.2619604 51.7589041 0,-1.2623236 51.7587659 0,-1.2621718 51.7586187 0,-1.2620469 51.7584976 0,-1.2624029 51.7583576 0,-1.2624712 51.7584268 0,-1.2628832 51.7582781 0,-1.2629841 51.758386 0,-1.2632143 51.7583006 0,-1.2632504 51.7583477 0,-1.2633173 51.7583279 0,-1.2634424 51.758287 0,-1.2636259 51.7582264 0,-1.2637103 51.7583407 0,-1.2638309 51.7584916 0,-1.263964 51.7586151 0,-1.2643852 51.7589254 0,-1.2641341 51.7590875 0,-1.2640016 51.7589978 0,-1.2638957 51.7590513 0,-1.2636829 51.7592171 0,-1.263247 51.7594264 0,-1.2629162 51.7595855 0,-1.2627636 51.7596399 0,-1.2627787 51.7596625 0,-1.262173 51.759846 0,-1.2621262 51.7597859 0,-1.2619961 51.7598205 0,-1.2619574 51.7597705 0,-1.2619093 51.7597841 0,-1.2619404 51.7598223 0,-1.2618748 51.7598417 0,-1.2618869 51.7598569 0,-1.2617197 51.7599074 0,-1.2614903 51.7599764 0,-1.2614023 51.759755 0,-1.261334 51.7596474 0))",https://www.facebook.com/SomervilleOxford,http://www.some.ox.ac.uk/
St Anne's College,"POLYGON ((-1.262012 51.7610837 0,-1.2604056 51.7613211 0,-1.2604844 51.7617226 0,-1.2605437 51.7619865 0,-1.2606612 51.7625118 0,-1.2607516 51.7629158 0,-1.2630202 51.7624326 0,-1.2627671 51.7620879 0,-1.2627509 51.7620658 0,-1.2625693 51.7618247 0,-1.262012 51.7610837 0))",https://www.facebook.com/pages/St-Annes-College/115770988475692,http://www.st-annes.ox.ac.uk/
St Antony's College,"POLYGON ((-1.2618634 51.7628497 0,-1.2630031 51.7625929 0,-1.2631905 51.7626175 0,-1.2636718 51.763293 0,-1.2639766 51.7637474 0,-1.2641606 51.764019 0,-1.2636703 51.7641325 0,-1.2635535 51.7639821 0,-1.2633652 51.7640306 0,-1.2634617 51.7641803 0,-1.2628591 51.7643403 0,-1.2626725 51.7640036 0,-1.262665 51.7639901 0,-1.262494 51.7638116 0,-1.2622222 51.7635557 0,-1.2621234 51.7633432 0,-1.2618634 51.7628497 0))",https://www.facebook.com/pages/St-Antonys-College-Oxford/109638552388674,http://www.sant.ox.ac.uk/
St Catherine's College,"POLYGON ((-1.2434816 51.7546493 0,-1.2435039 51.7571511 0,-1.2446369 51.7571426 0,-1.2446774 51.7582498 0,-1.2446876 51.758526 0,-1.2460478 51.7580604 0,-1.2460758 51.7580508 0,-1.2463987 51.7580117 0,-1.2462016 51.7576583 0,-1.2457605 51.7567849 0,-1.2455284 51.7563667 0,-1.2453554 51.7560192 0,-1.2453213 51.7555042 0,-1.2453285 51.7553079 0,-1.2451865 51.7553268 0,-1.2450806 51.7552816 0,-1.2450452 51.7552658 0,-1.2448749 51.7551898 0,-1.2447523 51.7551358 0,-1.2446979 51.7551118 0,-1.2445316 51.7549009 0,-1.2444408 51.7548339 0,-1.2443164 51.7547731 0,-1.2441723 51.7547315 0,-1.2439101 51.7546918 0,-1.2436773 51.7546725 0,-1.2434816 51.7546493 0))",https://www.facebook.com/StCatz,http://www.stcatz.ox.ac.uk/
St Cross College,"POLYGON ((-1.26142 51.7565154 0,-1.2604352 51.7567225 0,-1.2603958 51.7566462 0,-1.2601115 51.7567046 0,-1.2599365 51.7563936 0,-1.2611853 51.7561195 0,-1.2612511 51.7562304 0,-1.26142 51.7565154 0))",NA,http://www.stx.ox.ac.uk/
St Edmund Hall,"POLYGON ((-1.2502938 51.7529813 0,-1.2503141 51.7529161 0,-1.2504101 51.7529237 0,-1.2503954 51.7530427 0,-1.250365 51.7531385 0,-1.2503458 51.7531993 0,-1.2503703 51.7532044 0,-1.2503826 51.7532096 0,-1.2503972 51.7532335 0,-1.2504144 51.7532783 0,-1.2504442 51.7534348 0,-1.2504806 51.7536205 0,-1.2505108 51.7537617 0,-1.2496346 51.7537719 0,-1.2497184 51.7531897 0,-1.2496776 51.7531878 0,-1.2496876 51.7531163 0,-1.2493724 51.7530967 0,-1.2492613 51.7530843 0,-1.2490486 51.7530762 0,-1.2490252 51.753071 0,-1.249005 51.7529505 0,-1.2490017 51.7529309 0,-1.2489985 51.7529153 0,-1.2490063 51.7528329 0,-1.2490065 51.7528272 0,-1.2490094 51.7528175 0,-1.2490475 51.7526398 0,-1.2490732 51.7525906 0,-1.2491322 51.7524883 0,-1.2492988 51.7525207 0,-1.2497204 51.7525962 0,-1.2498847 51.7526389 0,-1.2500511 51.7526758 0,-1.2499325 51.752896 0,-1.2498587 51.7529091 0,-1.2498772 51.752912 0,-1.2499216 51.75292 0,-1.2500485 51.7529381 0,-1.2502938 51.7529813 0))",https://www.facebook.com/StEdmundHall,http://www.seh.ox.ac.uk/
St Hilda's College,"POLYGON ((-1.2453317 51.7482256 0,-1.2449578 51.7478121 0,-1.2462841 51.7473087 0,-1.2468262 51.7470946 0,-1.2468347 51.7471159 0,-1.2471327 51.747864 0,-1.2467873 51.7480264 0,-1.2465954 51.748195 0,-1.2463228 51.7483902 0,-1.2461144 51.7485583 0,-1.2460118 51.7487583 0,-1.2459178 51.7489992 0,-1.2458316 51.7491834 0,-1.2457286 51.7495129 0,-1.2456749 51.7497997 0,-1.2453736 51.7497886 0,-1.2452272 51.749763 0,-1.2450493 51.7497461 0,-1.2448754 51.7496547 0,-1.2449062 51.7496093 0,-1.2450003 51.7494886 0,-1.2450162 51.7493891 0,-1.2450249 51.7493243 0,-1.2450957 51.7487993 0,-1.2451829 51.7488041 0,-1.2451996 51.7487955 0,-1.2452523 51.7487846 0,-1.2452812 51.7487755 0,-1.2453053 51.7487614 0,-1.2452835 51.7487403 0,-1.2456768 51.7486016 0,-1.2453317 51.7482256 0))",https://www.facebook.com/pages/St-Hildas-College-Oxford/112469235433797?rf=154173007943647,http://www.sthildas.ox.ac.uk/
St Hugh's College,"POLYGON ((-1.2653681 51.7668942 0,-1.2653377 51.7669418 0,-1.2652272 51.7669976 0,-1.2636921 51.7672615 0,-1.2630947 51.7673663 0,-1.2625103 51.7674688 0,-1.2619345 51.7675735 0,-1.26186 51.7675751 0,-1.261771 51.7675208 0,-1.2616724 51.7672071 0,-1.2614153 51.7664197 0,-1.2613575 51.7662444 0,-1.261243 51.7658942 0,-1.2611655 51.7656726 0,-1.2615527 51.7655974 0,-1.261818 51.7655383 0,-1.2621905 51.7654514 0,-1.2630725 51.7653239 0,-1.2631644 51.7653106 0,-1.263233 51.7652945 0,-1.2646344 51.7649496 0,-1.265106 51.7660865 0,-1.2653681 51.7668942 0))",https://www.facebook.com/sthughscollegeadmissions,http://www.st-hughs.ox.ac.uk/
St John's College,"POLYGON ((-1.2582667 51.7582695 0,-1.2580872 51.758085 0,-1.257806 51.7577534 0,-1.2583743 51.7575759 0,-1.2583532 51.7575457 0,-1.2586861 51.757454 0,-1.2588592 51.7574039 0,-1.2589091 51.7574691 0,-1.2591569 51.7574106 0,-1.2593549 51.7573681 0,-1.2593492 51.7573579 0,-1.2593406 51.7573423 0,-1.2592651 51.7573531 0,-1.2590296 51.757399 0,-1.258943 51.7574228 0,-1.2588264 51.7573553 0,-1.2580083 51.7575862 0,-1.2579788 51.7575949 0,-1.2579466 51.7576044 0,-1.257918 51.7576128 0,-1.2578847 51.7576226 0,-1.257853 51.7576319 0,-1.2578218 51.757641 0,-1.2577912 51.75765 0,-1.2577575 51.7576585 0,-1.2577024 51.75758 0,-1.2576674 51.7575293 0,-1.2575647 51.757379 0,-1.2567809 51.7575842 0,-1.2564248 51.7576673 0,-1.2564223 51.75766 0,-1.2562957 51.7574376 0,-1.2562705 51.7574158 0,-1.2562373 51.7573872 0,-1.2555281 51.7562796 0,-1.2555037 51.7562416 0,-1.2575459 51.7558889 0,-1.2576939 51.7558634 0,-1.2580388 51.7558039 0,-1.2580232 51.7557651 0,-1.2581914 51.7557393 0,-1.2584301 51.7557039 0,-1.2586834 51.7556664 0,-1.2589454 51.7556296 0,-1.2589828 51.7557547 0,-1.2590017 51.7558133 0,-1.2590121 51.7558427 0,-1.2590519 51.7559738 0,-1.2590767 51.7560478 0,-1.2590816 51.7560629 0,-1.2591333 51.7562345 0,-1.2591579 51.756295 0,-1.2591577 51.756313 0,-1.2592593 51.7565846 0,-1.2592803 51.756665 0,-1.2593029 51.7567499 0,-1.2593147 51.7568104 0,-1.2593396 51.7570155 0,-1.2593705 51.75714 0,-1.2593621 51.7571794 0,-1.2594256 51.7573272 0,-1.2594313 51.7573403 0,-1.259464 51.7573988 0,-1.259488 51.7574353 0,-1.2595219 51.7574895 0,-1.2595661 51.7575812 0,-1.2595628 51.7575983 0,-1.2595477 51.7576599 0,-1.2596332 51.7578155 0,-1.2596604 51.7578834 0,-1.2597631 51.7581556 0,-1.2598293 51.7583222 0,-1.2598387 51.7584151 0,-1.2598857 51.7586432 0,-1.2592163 51.7587571 0,-1.2589629 51.7586142 0,-1.2588516 51.7585505 0,-1.2586093 51.7584279 0,-1.2582667 51.7582695 0))",https://www.facebook.com/stjohnsoxford?fref=ts,http://www.sjc.ox.ac.uk/
St Peter's College,"POLYGON ((-1.2606147 51.7529569 0,-1.2609104 51.7528627 0,-1.2611335 51.7527904 0,-1.2613265 51.7529415 0,-1.2613831 51.7529707 0,-1.2614329 51.7530378 0,-1.2615371 51.752996 0,-1.2616416 51.7529521 0,-1.2618588 51.7528467 0,-1.2618835 51.752789 0,-1.2619053 51.7527813 0,-1.2619468 51.7527668 0,-1.2619596 51.7527371 0,-1.2619202 51.7527162 0,-1.2619216 51.7526805 0,-1.2618643 51.7526619 0,-1.261611 51.7525794 0,-1.2616228 51.7525646 0,-1.2618695 51.7522649 0,-1.2615717 51.7521454 0,-1.2614158 51.7522156 0,-1.2612856 51.7522742 0,-1.2611485 51.7523359 0,-1.2611296 51.7523304 0,-1.2609581 51.7521791 0,-1.2609312 51.7521557 0,-1.2609155 51.7521592 0,-1.2608212 51.7520279 0,-1.2607945 51.7519823 0,-1.260767 51.7519821 0,-1.260768 51.751937 0,-1.2607292 51.7519367 0,-1.2606967 51.7519364 0,-1.2605781 51.7519661 0,-1.2605754 51.7519623 0,-1.2605278 51.7519742 0,-1.2604838 51.7520017 0,-1.2604713 51.7520095 0,-1.2603322 51.7520443 0,-1.260306 51.7520509 0,-1.2602922 51.7520341 0,-1.2602142 51.7520557 0,-1.2602351 51.7520882 0,-1.2601093 51.7521193 0,-1.260135 51.7521586 0,-1.2602222 51.7523023 0,-1.2602476 51.7523468 0,-1.2603331 51.7524856 0,-1.2606147 51.7529569 0))",https://www.facebook.com/spcadmissions,http://www.spc.ox.ac.uk/
The Queen's College,"POLYGON ((-1.2520161 51.7528546 0,-1.2518112 51.7528351 0,-1.2515331 51.7528141 0,-1.2505724 51.752759 0,-1.2505454 51.7531656 0,-1.2505439 51.753174 0,-1.2505261 51.7531784 0,-1.2505149 51.7531841 0,-1.2504991 51.7531944 0,-1.2504833 51.7532172 0,-1.2504853 51.7532942 0,-1.2504856 51.7533429 0,-1.2505753 51.7537159 0,-1.251219 51.7537241 0,-1.2515128 51.753718 0,-1.252322 51.7538171 0,-1.2523286 51.7537873 0,-1.2523454 51.7537108 0,-1.2523614 51.75352 0,-1.2523593 51.7535043 0,-1.2523414 51.7533709 0,-1.2521985 51.7533827 0,-1.2521373 51.7533848 0,-1.2521184 51.7533143 0,-1.252077 51.7531734 0,-1.2520666 51.7531357 0,-1.252037 51.7529708 0,-1.2520161 51.7528546 0))",https://www.facebook.com/queenscollegeoxford,http://www.queens.ox.ac.uk/
Trinity College,"POLYGON ((-1.2580388 51.7558039 0,-1.2575459 51.7558889 0,-1.2555037 51.7562416 0,-1.2553578 51.7560208 0,-1.2553113 51.7559914 0,-1.2553004 51.7559325 0,-1.2549566 51.7553979 0,-1.2556912 51.755238 0,-1.2555324 51.7549192 0,-1.2557208 51.7548905 0,-1.2556882 51.7548084 0,-1.2556657 51.7547304 0,-1.2556176 51.7545912 0,-1.2557581 51.75457 0,-1.2557552 51.7545594 0,-1.2557943 51.7545544 0,-1.2557986 51.7545638 0,-1.2558384 51.7545575 0,-1.2558366 51.7545468 0,-1.2558862 51.7545402 0,-1.2558903 51.7545519 0,-1.2559396 51.7545454 0,-1.2559514 51.7545711 0,-1.2561083 51.7545504 0,-1.2565767 51.7545047 0,-1.2566085 51.7545041 0,-1.2567145 51.7545 0,-1.2567572 51.7544917 0,-1.2568064 51.7544837 0,-1.2568936 51.7544739 0,-1.2570789 51.7548476 0,-1.2570646 51.7548597 0,-1.2571227 51.7549732 0,-1.2573114 51.7549588 0,-1.2574361 51.7551301 0,-1.2574683 51.7551218 0,-1.2574953 51.7551617 0,-1.2575783 51.7552419 0,-1.2575963 51.7552699 0,-1.257653 51.7552536 0,-1.2577026 51.75532 0,-1.2577185 51.7553412 0,-1.2577797 51.7553475 0,-1.2578035 51.7554224 0,-1.2577749 51.7554725 0,-1.2578538 51.7555848 0,-1.2579049 51.7556476 0,-1.2583621 51.7555287 0,-1.2584285 51.7555201 0,-1.2584429 51.7555677 0,-1.2584652 51.7556096 0,-1.2589203 51.7555524 0,-1.2589454 51.7556296 0,-1.2586834 51.7556664 0,-1.2584301 51.7557039 0,-1.2581914 51.7557393 0,-1.2580232 51.7557651 0,-1.2580388 51.7558039 0))",https://www.facebook.com/pages/Trinity-College-University-of-Oxford/55903340478,http://www.trinity.ox.ac.uk/
University College,"POLYGON ((-1.2508002 51.7515791 0,-1.2510764 51.7515338 0,-1.2511969 51.7515217 0,-1.2512094 51.7515672 0,-1.2512183 51.7516116 0,-1.2512289 51.7516798 0,-1.2512708 51.7518827 0,-1.2513385 51.75186 0,-1.2517588 51.7518097 0,-1.2518665 51.7517966 0,-1.2518626 51.7517589 0,-1.2521152 51.751731 0,-1.2522242 51.7517163 0,-1.2522424 51.7517569 0,-1.2522509 51.7517685 0,-1.2522693 51.751791 0,-1.2522898 51.7518323 0,-1.252513 51.7518009 0,-1.2525261 51.7517523 0,-1.2527262 51.751727 0,-1.2529917 51.7516774 0,-1.2530323 51.7517669 0,-1.2530456 51.7518302 0,-1.2527372 51.7518466 0,-1.2527745 51.752026 0,-1.2527391 51.7520311 0,-1.2527491 51.752097 0,-1.2527671 51.7522142 0,-1.2527782 51.7522874 0,-1.2528268 51.7522724 0,-1.2528504 51.7523094 0,-1.2528787 51.7523057 0,-1.2529039 51.752387 0,-1.2529449 51.7523815 0,-1.2529669 51.7525031 0,-1.253023 51.7525 0,-1.2530376 51.7525507 0,-1.2528671 51.7525682 0,-1.2527475 51.7525822 0,-1.2525313 51.7526112 0,-1.2523349 51.7526253 0,-1.2522212 51.7526283 0,-1.2521199 51.752631 0,-1.251999 51.7526344 0,-1.2519801 51.752635 0,-1.2518594 51.7526384 0,-1.2517608 51.7526418 0,-1.2517506 51.7526486 0,-1.2517075 51.7526486 0,-1.2517002 51.7526415 0,-1.2516639 51.7526396 0,-1.2515047 51.75263 0,-1.2514755 51.7526278 0,-1.2513005 51.7526148 0,-1.2511419 51.752603 0,-1.2510843 51.7525913 0,-1.2507232 51.7525356 0,-1.2503977 51.7524853 0,-1.2504652 51.7523555 0,-1.250505 51.752279 0,-1.2505321 51.7522266 0,-1.2505479 51.7521816 0,-1.2505862 51.7520728 0,-1.2505801 51.7520713 0,-1.2505485 51.7520636 0,-1.250572 51.7520135 0,-1.2505833 51.7520152 0,-1.2506268 51.7520205 0,-1.2506789 51.752026 0,-1.25072 51.7520299 0,-1.2507455 51.7519534 0,-1.2507591 51.7519167 0,-1.2507593 51.7519154 0,-1.2507609 51.7518969 0,-1.2506517 51.75188 0,-1.2506654 51.7518408 0,-1.250553 51.7518263 0,-1.2505432 51.7518589 0,-1.2497229 51.7517489 0,-1.2497234 51.7517455 0,-1.2497273 51.7517184 0,-1.2497373 51.751681 0,-1.2497457 51.751633 0,-1.2498821 51.7516238 0,-1.2499979 51.7516182 0,-1.2501193 51.7516122 0,-1.2502208 51.7516073 0,-1.2502372 51.7516065 0,-1.2503215 51.7516024 0,-1.250341 51.7516014 0,-1.2504623 51.7515955 0,-1.2508002 51.7515791 0))",https://www.facebook.com/universitycollegeoxford,http://www.univ.ox.ac.uk/
Wadham College,"POLYGON ((-1.2533782 51.7550919 0,-1.2535021 51.7550897 0,-1.2535167 51.7550894 0,-1.2537117 51.7550855 0,-1.2538073 51.7550837 0,-1.2538876 51.7550764 0,-1.2542113 51.7550439 0,-1.2543827 51.7550132 0,-1.2544601 51.7551326 0,-1.2545352 51.755231 0,-1.2546123 51.7553188 0,-1.2546492 51.7553605 0,-1.2547386 51.7554849 0,-1.2548777 51.7556846 0,-1.2549178 51.7557392 0,-1.2550474 51.7559298 0,-1.2550875 51.7559901 0,-1.2550989 51.7560046 0,-1.2551196 51.7560329 0,-1.2551463 51.7560819 0,-1.2553032 51.756338 0,-1.2555112 51.7566809 0,-1.2555363 51.756717 0,-1.2556302 51.7568522 0,-1.2555652 51.7568716 0,-1.2555741 51.7568826 0,-1.2556305 51.7569335 0,-1.255704 51.7570458 0,-1.2552853 51.7571415 0,-1.254195 51.7573952 0,-1.2541592 51.7574025 0,-1.2539136 51.7570342 0,-1.253799 51.7567852 0,-1.2537546 51.7567111 0,-1.2536058 51.7564627 0,-1.2534733 51.7562433 0,-1.2533611 51.7560805 0,-1.2533618 51.7560901 0,-1.2533546 51.7560955 0,-1.2533449 51.7561 0,-1.253073 51.7561517 0,-1.2530346 51.7561381 0,-1.2530009 51.7561353 0,-1.2528453 51.755835 0,-1.2527824 51.7557166 0,-1.2526467 51.7554528 0,-1.2526337 51.7554315 0,-1.2526255 51.7554181 0,-1.2526072 51.7553836 0,-1.2525997 51.7553186 0,-1.252563 51.755243 0,-1.2525579 51.7552219 0,-1.2525541 51.755206 0,-1.2525456 51.755093 0,-1.2526379 51.7550964 0,-1.2527242 51.7550957 0,-1.2528709 51.7550978 0,-1.2530345 51.7550981 0,-1.253036 51.7551083 0,-1.2530532 51.7551076 0,-1.2530592 51.7551789 0,-1.253062 51.7551883 0,-1.2530664 51.7551932 0,-1.2530747 51.7552003 0,-1.2530892 51.7552086 0,-1.2531 51.7552123 0,-1.2531151 51.7552158 0,-1.2531373 51.7552158 0,-1.2531372 51.7551848 0,-1.2532279 51.7551829 0,-1.2533185 51.7551811 0,-1.2533464 51.7551772 0,-1.2533684 51.7551647 0,-1.253373 51.7551477 0,-1.2533711 51.7551241 0,-1.2533697 51.7550917 0,-1.2533782 51.7550919 0))",https://www.facebook.com/wadhamcollege,http://www.wadham.ox.ac.uk/
Wolfson College,"POLYGON ((-1.2564686 51.7714039 0,-1.2561096 51.7714869 0,-1.2560636 51.7715072 0,-1.255962 51.7715588 0,-1.255953 51.7716108 0,-1.2559503 51.7717262 0,-1.2559488 51.7717927 0,-1.2559361 51.7719461 0,-1.2559363 51.7720563 0,-1.2558404 51.7720648 0,-1.2554692 51.7721057 0,-1.255423 51.7732505 0,-1.2539666 51.7732674 0,-1.2541034 51.7722129 0,-1.2527932 51.7722519 0,-1.2525766 51.7714902 0,-1.2525463 51.7713837 0,-1.251623 51.7715146 0,-1.2509106 51.7721254 0,-1.2506445 51.7720351 0,-1.2504564 51.7719902 0,-1.250531 51.7714519 0,-1.2506203 51.7708722 0,-1.2505779 51.7705586 0,-1.2507904 51.7705055 0,-1.2508942 51.7704995 0,-1.2506716 51.770282 0,-1.2503205 51.769609 0,-1.2527977 51.769046 0,-1.2528701 51.7691284 0,-1.2529698 51.7691047 0,-1.2530203 51.7691454 0,-1.2532785 51.7696535 0,-1.2533482 51.7699324 0,-1.2533592 51.7701 0,-1.253682 51.7700292 0,-1.2546909 51.7698079 0,-1.2543898 51.7694059 0,-1.2547562 51.769321 0,-1.2548394 51.7694516 0,-1.2549409 51.7696087 0,-1.2550421 51.7697666 0,-1.2551538 51.7699482 0,-1.2560315 51.7697287 0,-1.2561667 51.7699546 0,-1.2553135 51.7701615 0,-1.2554482 51.7703596 0,-1.2562877 51.7701569 0,-1.2566582 51.7707759 0,-1.2561754 51.770902 0,-1.2562387 51.7710095 0,-1.2566258 51.7709116 0,-1.2566578 51.7709679 0,-1.2565742 51.7709882 0,-1.256722 51.7712211 0,-1.2567854 51.7712057 0,-1.2568944 51.7713775 0,-1.2572741 51.7712883 0,-1.2569758 51.7708187 0,-1.2578542 51.770567 0,-1.2582805 51.7713587 0,-1.2574331 51.7715313 0,-1.2566365 51.7716847 0,-1.2564686 51.7714039 0))",https://www.facebook.com/wolfsoniansworldwide,http://www.wolfson.ox.ac.uk/
Worcester College,"POLYGON ((-1.263245 51.7551936 0,-1.2632545 51.7550797 0,-1.2632092 51.7547439 0,-1.2632185 51.7546389 0,-1.2632194 51.7545695 0,-1.2632933 51.7544627 0,-1.2634811 51.7541033 0,-1.2635844 51.753773 0,-1.2636791 51.7536941 0,-1.2647074 51.7535893 0,-1.2647785 51.7537657 0,-1.2648858 51.7538139 0,-1.2647985 51.7538627 0,-1.2648909 51.7539269 0,-1.265016 51.7539855 0,-1.2654562 51.7541754 0,-1.2659636 51.754387 0,-1.2663085 51.7545405 0,-1.2665137 51.7546335 0,-1.2668189 51.7547785 0,-1.2671012 51.754916 0,-1.2672011 51.7549717 0,-1.2673308 51.7550487 0,-1.2674102 51.7551049 0,-1.2676078 51.7552296 0,-1.2680053 51.7554789 0,-1.2683319 51.7556669 0,-1.2685249 51.7557821 0,-1.2689694 51.7560415 0,-1.2693045 51.7562555 0,-1.2695621 51.75642 0,-1.2696724 51.7565147 0,-1.2697556 51.7566049 0,-1.2698944 51.7567602 0,-1.2699265 51.7568075 0,-1.2698273 51.7568287 0,-1.2698555 51.7568665 0,-1.2699379 51.7568457 0,-1.2700006 51.756937 0,-1.2697512 51.7570056 0,-1.2697055 51.7570181 0,-1.2694297 51.757094 0,-1.269106 51.7572166 0,-1.268919 51.757069 0,-1.2690524 51.7570284 0,-1.2690282 51.7569589 0,-1.2688862 51.756988 0,-1.268837 51.756876 0,-1.2689328 51.7568521 0,-1.2689269 51.7567846 0,-1.2659389 51.7566462 0,-1.2653718 51.7566807 0,-1.2652727 51.7561952 0,-1.2646608 51.7562454 0,-1.2645106 51.7562568 0,-1.2644941 51.7561737 0,-1.2644817 51.7561106 0,-1.2644694 51.7560998 0,-1.2644584 51.7560036 0,-1.2639728 51.7560646 0,-1.2633389 51.7560952 0,-1.2632748 51.7554201 0,-1.263245 51.7551936 0))",NA,http://www.worc.ox.ac.uk/
